index,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
2604,1,7,6,-4,-2,6,54,144,172,100,60,19
2605,1,8,7,-4,-3,7,53,146,174,103,62,20
2606,0,9,9,-4,-4,9,53,149,177,105,63,22
2607,1,11,10,-6,-4,10,53,151,179,108,66,23
2608,4,12,8,-8,-2,10,54,153,182,110,68,26
2609,5,14,9,-9,-2,11,54,156,186,113,71,28
2610,7,16,9,-11,-1,12,53,158,188,115,72,29
2611,7,17,10,-12,-1,13,52,160,191,117,74,31
2612,9,19,10,-14,0,14,52,161,192,119,77,32
2613,10,21,11,-15,0,16,52,163,195,121,79,34
2614,13,23,10,-18,1,16,52,166,197,124,81,37
2615,14,26,12,-20,1,19,51,167,199,127,84,38
2616,16,28,12,-22,2,20,49,168,200,128,86,40
2617,16,30,14,-23,1,22,49,169,202,130,89,43
2618,17,33,16,-25,0,24,48,169,203,131,91,45
2619,19,36,17,-27,1,26,47,170,203,134,92,47
2620,21,38,17,-29,2,27,45,170,205,135,95,49
2621,22,41,19,-31,1,30,44,170,205,137,97,51
2622,23,43,20,-33,1,31,42,169,206,138,99,53
2623,25,44,19,-34,3,31,40,169,206,138,101,54
2624,25,46,21,-35,2,33,39,168,206,140,102,57
2625,27,48,21,-37,3,34,38,168,207,141,105,59
2626,28,49,21,-38,3,35,36,167,206,141,107,61
2627,29,50,21,-39,4,35,35,166,206,142,108,62
2628,30,51,21,-40,4,36,33,164,205,142,110,65
2629,30,52,22,-41,4,37,33,163,205,144,112,67
2630,31,54,23,-42,4,38,31,161,204,145,113,68
2631,31,55,24,-43,3,39,30,160,202,145,115,70
2632,32,57,25,-44,3,41,27,158,201,144,116,71
2633,32,59,27,-45,2,43,26,156,199,144,116,73
2634,32,60,28,-46,2,44,24,153,197,143,117,74
2635,32,62,30,-47,1,46,23,151,195,143,118,74
2636,32,63,31,-47,0,47,20,148,191,142,118,76
2637,33,65,32,-49,0,48,18,145,188,141,119,77
2638,33,67,34,-50,0,50,17,141,184,140,119,78
2639,32,68,36,-50,-2,52,15,137,181,138,118,78
2640,32,68,36,-50,-2,52,14,134,177,137,119,80
2641,33,69,36,-51,-1,52,12,130,174,135,119,81
2642,34,70,36,-52,-1,53,11,126,169,134,118,81
2643,34,71,37,-52,-1,54,9,122,165,132,118,82
2644,34,71,37,-52,-1,54,7,117,160,130,118,82
2645,34,70,36,-52,-1,53,6,113,155,128,117,83
2646,34,70,36,-52,-1,53,5,108,151,125,117,83
2647,33,69,36,-51,-1,52,3,103,145,123,116,84
2648,32,68,36,-50,-2,52,2,97,140,120,115,84
2649,32,67,35,-49,-1,51,0,92,134,117,113,84
2650,31,65,34,-48,-1,49,-1,86,127,113,112,83
2651,30,65,35,-47,-2,50,-3,80,121,108,110,83
2652,29,63,34,-46,-2,48,-5,75,114,105,108,81
2653,28,62,34,-45,-3,48,-6,69,108,101,105,80
2654,26,60,34,-43,-4,47,-8,62,100,95,102,78
2655,25,60,35,-42,-5,47,-10,56,93,90,99,75
2656,23,59,36,-41,-6,47,-11,50,85,84,95,73
2657,21,58,37,-39,-8,47,-12,44,78,79,92,70
2658,20,55,35,-37,-7,45,-12,39,71,74,88,68
2659,18,53,35,-35,-8,44,-13,34,64,68,83,65
2660,16,52,36,-34,-10,44,-14,28,57,63,79,61
2661,13,49,36,-31,-11,42,-13,23,51,57,74,58
2662,11,47,36,-29,-12,41,-13,19,44,51,70,56
2663,9,44,35,-26,-13,39,-14,14,38,46,65,53
2664,7,40,33,-23,-13,36,-13,11,32,40,61,49
2665,5,38,33,-21,-14,35,-13,6,26,35,56,46
2666,2,35,33,-18,-15,34,-12,3,20,28,52,42
2667,0,33,33,-16,-16,33,-13,-1,15,23,47,39
2668,-1,29,30,-14,-15,29,-12,-4,10,17,42,35
2669,-3,26,29,-11,-16,27,-12,-6,6,13,38,33
2670,-6,22,28,-8,-17,25,-10,-9,1,8,33,29
2671,-8,19,27,-5,-17,23,-9,-10,-4,2,29,26
2672,-11,15,26,-2,-18,20,-9,-13,-7,-2,25,24
2673,-13,11,24,1,-18,17,-7,-14,-11,-7,21,21
2674,-15,7,22,4,-18,14,-6,-16,-14,-11,18,18
2675,-18,3,21,7,-19,12,-4,-17,-18,-15,14,16
2676,-20,1,21,9,-20,11,-4,-18,-21,-18,11,13
2677,-22,-2,20,12,-21,9,-2,-20,-23,-22,7,11
2678,-25,-5,20,15,-22,7,-1,-20,-26,-25,4,8
2679,-27,-7,20,17,-23,6,1,-21,-28,-29,2,6
2680,-29,-10,19,19,-24,4,2,-22,-31,-32,-1,3
2681,-31,-12,19,21,-25,3,2,-22,-34,-35,-5,1
2682,-32,-13,19,22,-25,3,3,-23,-35,-37,-7,-1
2683,-34,-15,19,24,-26,2,5,-22,-37,-40,-10,-3
2684,-35,-18,17,26,-26,0,6,-22,-38,-42,-11,-4
2685,-36,-20,16,28,-26,-2,6,-23,-40,-44,-14,-6
2686,-37,-22,15,29,-26,-3,7,-23,-41,-46,-15,-8
2687,-38,-23,15,30,-26,-4,8,-23,-42,-47,-17,-9
2688,-38,-23,15,30,-26,-4,8,-23,-42,-49,-18,-11
2689,-38,-23,15,30,-26,-4,9,-22,-43,-50,-19,-12
2690,-38,-22,16,30,-27,-3,9,-23,-43,-50,-21,-12
2691,-38,-22,16,30,-27,-3,9,-23,-44,-52,-21,-14
2692,-38,-22,16,30,-27,-3,10,-22,-43,-52,-22,-14
2693,-37,-21,16,29,-26,-2,10,-22,-44,-53,-22,-15
2694,-36,-21,15,28,-25,-3,11,-22,-44,-53,-23,-15
2695,-37,-21,16,29,-26,-2,11,-21,-45,-53,-23,-16
2696,-38,-22,16,30,-27,-3,12,-21,-45,-52,-23,-17
2697,-39,-24,15,31,-27,-4,12,-21,-44,-53,-24,-17
2698,-39,-25,14,32,-26,-5,13,-20,-45,-53,-24,-18
2699,-39,-25,14,32,-26,-5,13,-20,-45,-54,-25,-18
2700,-40,-26,14,33,-27,-6,12,-19,-44,-54,-25,-19
2701,-40,-26,14,33,-27,-6,13,-20,-45,-53,-25,-19
2702,-41,-26,15,33,-28,-5,13,-19,-45,-54,-26,-20
2703,-41,-26,15,33,-28,-5,14,-19,-44,-54,-26,-20
2704,-40,-25,15,32,-27,-5,14,-18,-45,-53,-27,-19
2705,-40,-24,16,32,-28,-4,13,-19,-45,-54,-27,-20
2706,-39,-24,15,31,-27,-4,13,-18,-44,-53,-27,-20
2707,-40,-24,16,32,-28,-4,14,-17,-44,-52,-26,-19
2708,-40,-24,16,32,-28,-4,14,-17,-43,-52,-26,-20
2709,-40,-24,16,32,-28,-4,15,-16,-43,-52,-25,-20
2710,-39,-24,15,31,-27,-4,15,-16,-43,-52,-25,-19
2711,-39,-24,15,31,-27,-4,14,-16,-42,-52,-26,-20
2712,-40,-25,15,32,-27,-5,15,-15,-42,-51,-26,-20
2713,-40,-26,14,33,-27,-6,15,-15,-41,-51,-25,-19
2714,-40,-27,13,33,-26,-7,16,-14,-41,-51,-25,-19
2715,-40,-26,14,33,-27,-6,15,-14,-42,-51,-24,-18
2716,-39,-26,13,32,-26,-6,16,-15,-41,-50,-24,-18
2717,-39,-25,14,32,-26,-5,16,-15,-41,-50,-25,-19
2718,-39,-26,13,32,-26,-6,15,-14,-42,-50,-25,-19
2719,-40,-25,15,32,-27,-5,15,-14,-42,-50,-25,-18
2720,-40,-25,15,32,-27,-5,15,-15,-42,-50,-24,-18
2721,-39,-24,15,31,-27,-4,14,-15,-43,-50,-24,-19
2722,-40,-24,16,32,-28,-4,14,-16,-43,-50,-24,-19
2723,-40,-24,16,32,-28,-4,13,-16,-44,-51,-24,-20
2724,-39,-23,16,31,-27,-3,13,-17,-44,-51,-23,-20
2725,-40,-24,16,32,-28,-4,13,-16,-44,-50,-23,-20
2726,-40,-24,16,32,-28,-4,12,-16,-45,-50,-24,-19
2727,-39,-25,14,32,-26,-5,12,-17,-45,-51,-24,-19
2728,-39,-25,14,32,-26,-5,13,-17,-45,-51,-23,-19
2729,-38,-24,14,31,-26,-5,13,-18,-46,-50,-23,-19
2730,-38,-24,14,31,-26,-5,12,-18,-46,-50,-22,-19
2731,-39,-25,14,32,-26,-5,13,-17,-46,-49,-22,-18
2732,-39,-25,14,32,-26,-5,13,-17,-47,-49,-23,-18
2733,-38,-24,14,31,-26,-5,12,-18,-48,-50,-22,-19
2734,-38,-24,14,31,-26,-5,12,-18,-48,-50,-22,-18
2735,-37,-23,14,30,-25,-4,11,-18,-49,-50,-23,-18
2736,-38,-23,15,30,-26,-4,12,-18,-50,-49,-22,-19
2737,-38,-22,16,30,-27,-3,12,-19,-50,-50,-22,-18
2738,-37,-23,14,30,-25,-4,11,-19,-51,-51,-23,-19
2739,-37,-22,15,29,-26,-3,11,-20,-51,-51,-23,-18
2740,-37,-22,15,29,-26,-3,10,-20,-52,-52,-24,-18
2741,-36,-21,15,28,-25,-3,10,-21,-54,-52,-24,-19
2742,-36,-22,14,29,-25,-4,10,-21,-54,-54,-24,-19
2743,-36,-22,14,29,-25,-4,9,-22,-55,-54,-25,-20
2744,-37,-21,16,29,-26,-2,9,-22,-57,-55,-25,-20
2745,-37,-21,16,29,-26,-2,8,-23,-57,-55,-26,-20
2746,-36,-22,14,29,-25,-4,8,-24,-58,-56,-26,-21
2747,-37,-21,16,29,-26,-2,9,-24,-60,-57,-25,-21
2748,-37,-21,16,29,-26,-2,9,-25,-61,-57,-25,-20
2749,-36,-22,14,29,-25,-4,8,-25,-62,-58,-26,-21
2750,-37,-22,15,29,-26,-3,9,-26,-62,-58,-26,-21
2751,-37,-23,14,30,-25,-4,9,-26,-63,-59,-26,-20
2752,-36,-23,13,29,-24,-5,8,-27,-65,-59,-27,-21
2753,-36,-23,13,29,-24,-5,8,-27,-66,-59,-27,-21
2754,-36,-24,12,30,-24,-6,7,-28,-66,-60,-28,-22
2755,-36,-24,12,30,-24,-6,7,-27,-67,-60,-27,-21
2756,-36,-25,11,30,-23,-7,8,-28,-68,-60,-28,-22
2757,-36,-25,11,30,-23,-7,7,-28,-68,-61,-28,-21
2758,-36,-26,10,31,-23,-8,7,-28,-69,-61,-29,-21
2759,-37,-26,11,31,-24,-7,6,-29,-70,-62,-28,-22
2760,-37,-27,10,32,-23,-8,7,-29,-70,-62,-28,-22
2761,-37,-27,10,32,-23,-8,7,-29,-71,-62,-29,-23
2762,-38,-27,11,32,-24,-8,6,-30,-72,-63,-29,-23
2763,-38,-27,11,32,-24,-8,6,-30,-72,-63,-29,-23
2764,-39,-26,13,32,-26,-6,5,-31,-73,-64,-30,-24
2765,-39,-27,12,33,-25,-7,5,-32,-73,-64,-30,-24
2766,-39,-26,13,32,-26,-6,5,-32,-75,-65,-30,-25
2767,-39,-26,13,32,-26,-6,4,-33,-75,-65,-31,-24
2768,-38,-25,13,31,-25,-6,4,-34,-76,-66,-31,-25
2769,-38,-25,13,31,-25,-6,4,-34,-76,-66,-32,-25
2770,-39,-25,14,32,-26,-5,3,-34,-77,-67,-32,-26
2771,-39,-26,13,32,-26,-6,3,-35,-78,-67,-31,-25
2772,-39,-26,13,32,-26,-6,2,-35,-78,-67,-32,-25
2773,-38,-25,13,31,-25,-6,2,-34,-79,-68,-31,-26
2774,-38,-25,13,31,-25,-6,3,-35,-78,-68,-32,-25
2775,-38,-26,12,32,-25,-7,3,-35,-79,-67,-32,-25
2776,-38,-26,12,32,-25,-7,2,-34,-79,-68,-33,-24
2777,-38,-26,12,32,-25,-7,2,-35,-80,-68,-32,-25
2778,-38,-27,11,32,-24,-8,3,-35,-80,-69,-32,-25
2779,-38,-28,10,33,-24,-9,3,-34,-79,-68,-31,-24
2780,-38,-28,10,33,-24,-9,3,-34,-79,-68,-32,-25
2781,-39,-28,11,33,-25,-8,3,-34,-80,-68,-32,-25
2782,-39,-28,11,33,-25,-8,2,-35,-80,-69,-32,-26
2783,-38,-29,9,33,-23,-10,3,-35,-80,-69,-32,-25
2784,-39,-30,9,34,-24,-10,3,-34,-80,-68,-31,-26
2785,-39,-30,9,34,-24,-10,2,-34,-80,-68,-31,-26
2786,-38,-30,8,34,-23,-11,2,-35,-80,-67,-32,-25
2787,-39,-30,9,34,-24,-10,3,-35,-81,-67,-32,-26
2788,-39,-30,9,34,-24,-10,2,-35,-81,-68,-31,-26
2789,-38,-31,7,34,-22,-12,2,-35,-80,-67,-31,-25
2790,-38,-31,7,34,-22,-12,3,-34,-80,-67,-30,-25
2791,-38,-30,8,34,-23,-11,3,-34,-80,-67,-31,-25
2792,-38,-30,8,34,-23,-11,2,-35,-80,-67,-31,-26
2793,-38,-30,8,34,-23,-11,3,-34,-81,-68,-32,-26
2794,-38,-31,7,34,-22,-12,3,-34,-80,-67,-31,-25
2795,-38,-31,7,34,-22,-12,2,-35,-80,-68,-31,-26
2796,-38,-31,7,34,-22,-12,2,-35,-82,-68,-32,-26
2797,-38,-30,8,34,-23,-11,1,-35,-82,-69,-31,-26
2798,-37,-30,7,33,-22,-11,1,-36,-83,-68,-31,-26
2799,-37,-29,8,33,-22,-10,0,-36,-82,-68,-32,-27
2800,-38,-29,9,33,-23,-10,0,-37,-83,-69,-32,-26
2801,-38,-29,9,33,-23,-10,1,-37,-83,-68,-31,-26
2802,-38,-29,9,33,-23,-10,1,-36,-84,-69,-32,-26
2803,-38,-29,9,33,-23,-10,0,-36,-84,-69,-32,-26
2804,-38,-27,11,32,-24,-8,0,-37,-83,-68,-31,-27
2805,-39,-27,12,33,-25,-7,-1,-37,-84,-69,-32,-27
2806,-39,-27,12,33,-25,-7,-1,-36,-84,-69,-32,-27
2807,-38,-29,9,33,-23,-10,0,-36,-83,-68,-31,-26
2808,-38,-29,9,33,-23,-10,0,-35,-84,-68,-31,-26
2809,-38,-30,8,34,-23,-11,0,-36,-84,-68,-30,-26
2810,-37,-29,8,33,-22,-10,-1,-36,-83,-67,-30,-26
2811,-37,-30,7,33,-22,-11,-1,-35,-83,-67,-30,-26
2812,-37,-31,6,34,-21,-12,0,-35,-82,-66,-29,-25
2813,-36,-31,5,33,-20,-13,0,-34,-82,-65,-29,-26
2814,-36,-31,5,33,-20,-13,0,-34,-83,-66,-30,-26
2815,-36,-30,6,33,-21,-12,-1,-35,-83,-66,-29,-25
2816,-36,-29,7,32,-21,-11,-1,-35,-84,-65,-29,-26
2817,-37,-29,8,33,-22,-10,0,-35,-84,-65,-30,-26
2818,-37,-29,8,33,-22,-10,0,-35,-83,-66,-30,-25
2819,-36,-29,7,32,-21,-11,-1,-35,-84,-66,-29,-26
2820,-37,-29,8,33,-22,-10,-1,-36,-84,-67,-30,-26
2821,-37,-29,8,33,-22,-10,-2,-36,-85,-67,-30,-27
2822,-37,-30,7,33,-22,-11,-2,-35,-85,-66,-29,-26
2823,-37,-30,7,33,-22,-11,-1,-35,-84,-67,-29,-27
2824,-36,-30,6,33,-21,-12,-1,-36,-84,-67,-28,-27
2825,-37,-30,7,33,-22,-11,-1,-35,-84,-66,-28,-26
2826,-37,-30,7,33,-22,-11,-2,-35,-85,-67,-29,-27
2827,-36,-30,6,33,-21,-12,-2,-36,-85,-66,-29,-27
2828,-36,-29,7,32,-21,-11,-2,-36,-85,-66,-28,-28
2829,-35,-29,6,32,-20,-11,-3,-35,-84,-67,-28,-28
2830,-35,-28,7,31,-21,-10,-3,-35,-84,-67,-29,-28
2831,-36,-27,9,31,-22,-9,-3,-36,-85,-68,-29,-29
2832,-36,-27,9,31,-22,-9,-4,-36,-85,-68,-30,-28
2833,-35,-26,9,30,-22,-8,-4,-36,-85,-69,-29,-28
2834,-35,-25,10,30,-22,-7,-5,-36,-84,-69,-29,-29
2835,-34,-24,10,29,-22,-7,-4,-37,-84,-69,-30,-28
2836,-35,-25,10,30,-22,-7,-5,-37,-85,-68,-29,-28
2837,-35,-25,10,30,-22,-7,-4,-36,-85,-68,-29,-27
2838,-34,-26,8,30,-21,-9,-4,-36,-85,-67,-28,-28
2839,-34,-26,8,30,-21,-9,-3,-35,-84,-67,-28,-27
2840,-34,-26,8,30,-21,-9,-4,-36,-84,-67,-28,-27
2841,-34,-28,6,31,-20,-11,-3,-35,-83,-66,-27,-26
2842,-34,-29,5,31,-19,-12,-3,-35,-83,-66,-27,-27
2843,-34,-28,6,31,-20,-11,-3,-34,-84,-66,-28,-27
2844,-33,-27,6,30,-19,-10,-3,-35,-84,-65,-27,-26
2845,-33,-27,6,30,-19,-10,-3,-35,-83,-65,-27,-27
2846,-33,-27,6,30,-19,-10,-2,-34,-83,-64,-26,-27
2847,-33,-27,6,30,-19,-10,-2,-35,-83,-63,-26,-26
2848,-32,-27,5,29,-18,-11,-3,-35,-83,-64,-26,-26
2849,-32,-26,6,29,-19,-10,-3,-34,-84,-64,-27,-27
2850,-31,-26,5,28,-18,-10,-3,-35,-84,-63,-27,-26
2851,-32,-26,6,29,-19,-10,-4,-35,-84,-63,-26,-26
2852,-32,-26,6,29,-19,-10,-4,-34,-83,-62,-26,-25
2853,-32,-27,5,29,-18,-11,-3,-35,-83,-63,-26,-26
2854,-32,-27,5,29,-18,-11,-4,-35,-84,-63,-27,-26
2855,-32,-26,6,29,-19,-10,-4,-34,-84,-62,-27,-25
2856,-32,-27,5,29,-18,-11,-3,-34,-84,-62,-27,-26
2857,-32,-27,5,29,-18,-11,-3,-34,-84,-61,-26,-26
2858,-32,-28,4,30,-18,-12,-4,-33,-83,-61,-26,-26
2859,-32,-28,4,30,-18,-12,-3,-33,-83,-60,-25,-25
2860,-31,-27,4,29,-17,-11,-3,-32,-82,-60,-25,-26
2861,-31,-27,4,29,-17,-11,-4,-32,-83,-61,-26,-26
2862,-31,-27,4,29,-17,-11,-4,-33,-82,-60,-25,-27
2863,-30,-27,3,28,-16,-12,-3,-32,-82,-60,-25,-27
2864,-30,-26,4,28,-17,-11,-4,-32,-81,-59,-26,-26
2865,-29,-24,5,26,-17,-9,-4,-33,-82,-60,-25,-26
2866,-29,-24,5,26,-17,-9,-3,-33,-82,-60,-25,-25
2867,-30,-24,6,27,-18,-9,-3,-32,-81,-59,-26,-25
2868,-30,-24,6,27,-18,-9,-4,-33,-81,-59,-25,-26
2869,-30,-23,7,26,-18,-8,-3,-33,-82,-60,-25,-25
2870,-30,-23,7,26,-18,-8,-3,-33,-82,-59,-24,-25
2871,-30,-23,7,26,-18,-8,-4,-32,-81,-59,-25,-26
2872,-31,-24,7,27,-19,-8,-4,-32,-82,-58,-25,-26
2873,-31,-26,5,28,-18,-10,-5,-33,-82,-59,-24,-25
2874,-30,-26,4,28,-17,-11,-5,-33,-81,-59,-25,-26
2875,-30,-26,4,28,-17,-11,-4,-32,-81,-58,-25,-26
2876,-29,-25,4,27,-16,-10,-4,-33,-82,-59,-24,-25
2877,-28,-24,4,26,-16,-10,-5,-33,-82,-59,-24,-25
2878,-29,-23,6,26,-17,-8,-5,-32,-81,-58,-25,-26
2879,-28,-21,7,24,-17,-7,-6,-32,-82,-58,-25,-26
2880,-28,-20,8,24,-18,-6,-6,-33,-82,-59,-25,-27
2881,-27,-20,7,23,-17,-6,-5,-32,-81,-58,-25,-27
2882,-28,-20,8,24,-18,-6,-5,-32,-81,-58,-24,-26
2883,-28,-19,9,23,-18,-5,-5,-31,-80,-57,-24,-26
2884,-28,-20,8,24,-18,-6,-5,-32,-80,-58,-23,-25
2885,-28,-21,7,24,-17,-7,-5,-31,-80,-57,-23,-25
2886,-29,-22,7,25,-18,-7,-5,-31,-79,-57,-23,-25
2887,-29,-24,5,26,-17,-9,-4,-30,-79,-56,-22,-24
2888,-28,-25,3,26,-15,-11,-4,-30,-78,-56,-22,-24
2889,-29,-25,4,27,-16,-10,-4,-31,-78,-55,-21,-23
2890,-29,-25,4,27,-16,-10,-4,-31,-77,-55,-22,-23
2891,-28,-24,4,26,-16,-10,-5,-30,-77,-56,-21,-24
2892,-29,-24,5,26,-17,-9,-5,-31,-78,-56,-21,-24
2893,-29,-25,4,27,-16,-10,-4,-31,-78,-56,-22,-23
2894,-28,-24,4,26,-16,-10,-5,-30,-77,-56,-22,-24
2895,-28,-22,6,25,-17,-8,-4,-30,-77,-55,-21,-24
2896,-28,-22,6,25,-17,-8,-5,-31,-78,-56,-22,-25
2897,-28,-22,6,25,-17,-8,-5,-31,-78,-56,-22,-24
2898,-28,-21,7,24,-17,-7,-6,-31,-78,-55,-22,-24
2899,-27,-21,6,24,-16,-7,-6,-31,-78,-55,-22,-25
2900,-27,-22,5,24,-16,-8,-5,-30,-77,-54,-21,-24
2901,-26,-22,4,24,-15,-9,-6,-30,-77,-54,-21,-24
2902,-25,-21,4,23,-14,-8,-6,-31,-78,-55,-22,-25
2903,-26,-21,5,23,-15,-8,-5,-30,-77,-54,-22,-24
2904,-26,-21,5,23,-15,-8,-5,-29,-77,-53,-21,-24
2905,-25,-21,4,23,-14,-8,-4,-29,-75,-53,-21,-24
2906,-25,-21,4,23,-14,-8,-4,-28,-75,-53,-20,-23
2907,-24,-21,3,22,-13,-9,-3,-28,-74,-52,-20,-23
2908,-24,-20,4,22,-14,-8,-3,-27,-74,-52,-20,-22
2909,-25,-19,6,22,-15,-6,-2,-28,-73,-51,-19,-21
2910,-25,-19,6,22,-15,-6,-3,-28,-73,-50,-19,-21
2911,-24,-19,5,21,-14,-7,-2,-27,-73,-51,-19,-22
2912,-24,-19,5,21,-14,-7,-2,-28,-74,-51,-19,-22
2913,-24,-18,6,21,-15,-6,-3,-28,-74,-52,-20,-23
2914,-24,-18,6,21,-15,-6,-3,-28,-74,-52,-19,-24
2915,-23,-19,4,21,-13,-7,-3,-28,-75,-52,-19,-23
2916,-22,-18,4,20,-13,-7,-3,-27,-75,-51,-20,-24
2917,-22,-17,5,19,-13,-6,-4,-27,-74,-51,-19,-24
2918,-21,-16,5,18,-13,-5,-3,-26,-73,-51,-18,-22
2919,-20,-13,7,16,-13,-3,-3,-24,-71,-49,-16,-21
2920,-19,-11,8,15,-13,-1,-2,-23,-69,-46,-15,-18
2921,-18,-9,9,13,-13,0,-3,-21,-66,-45,-12,-16
2922,-18,-6,12,12,-15,3,-3,-20,-65,-43,-11,-15
2923,-17,-3,14,10,-15,5,-2,-20,-63,-41,-9,-13
2924,-15,0,15,7,-15,7,-2,-19,-62,-39,-8,-12
2925,-14,2,16,6,-15,9,-3,-19,-60,-38,-6,-10
2926,-14,3,17,5,-15,10,-3,-18,-59,-37,-6,-9
2927,-13,4,17,4,-15,10,-3,-18,-59,-37,-5,-10
2928,-14,4,18,5,-16,11,-4,-18,-58,-37,-6,-10
2929,-13,3,16,5,-14,9,-4,-18,-59,-37,-6,-11
2930,-12,2,14,5,-13,8,-5,-18,-58,-37,-5,-10
2931,-12,1,13,5,-12,7,-7,-18,-58,-37,-5,-11
2932,-11,-1,10,6,-10,4,-8,-18,-57,-36,-4,-11
2933,-11,-1,10,6,-10,4,-10,-19,-57,-36,-4,-10
2934,-10,-2,8,6,-9,3,-11,-19,-58,-34,-4,-10
2935,-8,-2,6,5,-7,2,-13,-19,-58,-34,-3,-9
2936,-7,-3,4,5,-5,0,-14,-20,-57,-33,-3,-8
2937,-7,-3,4,5,-5,0,-16,-20,-58,-33,-2,-8
2938,-6,-2,4,4,-5,1,-17,-22,-58,-32,-2,-8
2939,-7,-2,5,4,-6,1,-18,-23,-60,-32,-2,-7
2940,-7,-1,6,4,-6,2,-18,-24,-60,-33,-2,-7
2941,-6,-2,4,4,-5,1,-19,-24,-62,-33,-2,-7
2942,-6,-2,4,4,-5,1,-19,-25,-63,-33,-3,-7
2943,-5,-4,1,4,-3,-1,-18,-26,-65,-34,-2,-8
2944,-5,-4,1,4,-3,-1,-18,-26,-65,-35,-3,-7
2945,-5,-5,0,5,-2,-2,-17,-26,-66,-35,-3,-8
2946,-5,-7,-2,6,-1,-4,-16,-26,-66,-36,-4,-8
2947,-5,-7,-2,6,-1,-4,-16,-25,-67,-36,-3,-9
2948,-4,-8,-4,6,0,-6,-15,-25,-67,-37,-3,-9
2949,-3,-10,-7,6,2,-8,-15,-25,-67,-37,-4,-9
2950,-3,-10,-7,6,2,-8,-14,-24,-66,-36,-4,-9
2951,-3,-11,-8,7,2,-9,-13,-23,-66,-36,-3,-9
2952,-3,-11,-8,7,2,-9,-13,-23,-65,-37,-4,-10
2953,-4,-13,-9,8,2,-11,-12,-23,-66,-36,-4,-10
2954,-4,-14,-10,9,3,-12,-10,-22,-66,-37,-3,-9
2955,-5,-15,-10,10,2,-12,-10,-22,-65,-36,-4,-9
2956,-7,-15,-8,11,0,-11,-9,-22,-66,-37,-4,-10
2957,-9,-16,-7,12,-1,-11,-8,-22,-66,-37,-5,-11
2958,-10,-18,-8,14,-1,-13,-8,-22,-67,-39,-6,-12
2959,-12,-18,-6,15,-3,-12,-7,-22,-67,-40,-7,-13
2960,-14,-19,-5,16,-4,-12,-7,-23,-68,-40,-9,-14
2961,-17,-19,-2,18,-7,-10,-6,-23,-68,-42,-10,-16
2962,-19,-19,0,19,-9,-9,-6,-24,-70,-43,-12,-18
2963,-21,-21,0,21,-10,-10,-7,-24,-71,-44,-13,-19
2964,-22,-22,0,22,-11,-11,-6,-25,-73,-46,-15,-21
2965,-24,-24,0,24,-12,-12,-7,-27,-73,-47,-16,-22
2966,-24,-24,0,24,-12,-12,-7,-28,-74,-49,-18,-24
2967,-25,-26,-1,25,-12,-13,-8,-29,-76,-50,-18,-25
2968,-24,-27,-3,25,-10,-15,-7,-29,-76,-51,-19,-25
2969,-24,-29,-5,26,-9,-17,-7,-30,-77,-51,-19,-26
2970,-25,-29,-4,27,-10,-16,-8,-30,-77,-52,-20,-26
2971,-24,-29,-5,26,-9,-17,-8,-31,-78,-52,-21,-25
2972,-23,-29,-6,26,-8,-17,-7,-30,-78,-51,-20,-26
2973,-23,-27,-4,25,-9,-15,-8,-30,-77,-51,-20,-26
2974,-23,-27,-4,25,-9,-15,-8,-31,-78,-52,-20,-25
2975,-24,-27,-3,25,-10,-15,-7,-30,-78,-52,-20,-26
2976,-24,-26,-2,25,-11,-14,-7,-30,-77,-52,-20,-26
2977,-23,-26,-3,24,-10,-14,-8,-31,-77,-52,-19,-25
2978,-23,-25,-2,24,-10,-13,-7,-30,-76,-51,-19,-25
2979,-23,-26,-3,24,-10,-14,-7,-30,-76,-51,-19,-24
2980,-23,-26,-3,24,-10,-14,-6,-29,-76,-50,-18,-24
2981,-23,-27,-4,25,-9,-15,-7,-29,-75,-50,-18,-24
2982,-23,-27,-4,25,-9,-15,-7,-28,-75,-49,-17,-23
2983,-23,-27,-4,25,-9,-15,-7,-28,-74,-49,-17,-23
2984,-23,-27,-4,25,-9,-15,-7,-28,-73,-48,-16,-22
2985,-23,-26,-3,24,-10,-14,-7,-28,-73,-47,-17,-23
2986,-23,-26,-3,24,-10,-14,-6,-28,-73,-48,-16,-22
2987,-24,-26,-2,25,-11,-14,-7,-28,-73,-48,-16,-22
2988,-24,-25,-1,24,-11,-13,-7,-29,-73,-48,-15,-22
2989,-24,-25,-1,24,-11,-13,-9,-31,-73,-48,-15,-22
2990,-24,-25,-1,24,-11,-13,-10,-33,-75,-48,-14,-21
2991,-23,-25,-2,24,-10,-13,-12,-34,-76,-48,-13,-19
2992,-23,-25,-2,24,-10,-13,-13,-36,-78,-49,-13,-19
2993,-23,-26,-3,24,-10,-14,-14,-36,-79,-49,-13,-19
2994,-24,-27,-3,25,-10,-15,-13,-36,-79,-50,-14,-20
2995,-26,-28,-2,27,-12,-15,-12,-35,-78,-51,-15,-22
2996,-27,-31,-4,29,-11,-17,-8,-30,-75,-51,-18,-25
2997,-30,-34,-4,32,-13,-19,0,-20,-67,-51,-23,-30
2998,-33,-37,-4,35,-14,-20,12,-5,-55,-50,-28,-37
2999,-37,-39,-2,38,-17,-20,26,13,-39,-47,-34,-45
